TEMPLATE_ID,FILENAME,FACE_X,FACE_Y,FACE_WIDTH,FACE_HEIGHT,RIGHT_EYE_X,RIGHT_EYE_Y,LEFT_EYE_X,LEFT_EYE_Y,NOSE_X,NOSE_Y
100000,frames/53815.png,208.4496,49.9103,116.0087,124.0512,255.8,109.4,290.4,102.2,281.2,125.4
100001,frames/45281.png,184.5774,33.6473,112.6158,139.1008,223.4,101,259.2,102.8,244.8333,130.6667
100002,frames/45247.png,217.0703,30.9861,111.5802,134.4262,281,92.8,314.2,93.2,302,117.2
100003,frames/53405.png,249.1775,43.7677,112.2971,137.9715,285.4,105.2,321.2,104.8,304.8,128.6
100004,frames/53548.png,172.2057,38.5473,135.0278,142.1372,NaN,NaN,208.75,105.75,190.25,126.75
100005,frames/45197.png,243.8153,42.2475,111.344,135.2994,265.6,101,297.4,104,276.4,126.8
100006,frames/45292.png,231.482,42.635,110.794,134.4729,291.8333,103.8333,326,102.3333,317.8,127.6
100007,img/4001.jpg,403.2499,20.8412,52.2246,51.8056,NaN,NaN,417.9,51.9,411.0769,61.3077
100008,frames/53630.png,224.6625,23.5375,113.2343,135.0538,260.6,85.2,298.8,89,278,110.75
100009,frames/45231.png,225.8184,39.6273,113.9054,134.4018,285.4,99.6,319,101.6,306.75,125.5
100010,frames/53783.png,189.5955,47.0151,107.4319,135.1481,239.6,106.2,274,105.2,265,129.8
100011,frames/190931.png,174.1782,36.0949,101.1667,122.3333,NaN,NaN,200.0613,105.9676,189.3002,126.5361
100012,frames/53680.png,133.6351,30.771,108.6055,137.1902,195.3333,93.8333,229.4,98.2,219.6,121.8
100013,frames/45272.png,200.1627,58.7022,111.1391,133.4656,256.5,125.6667,291.6,116.8,285.6,145.2
100014,frames/175564.png,489,77,270,307,538.716,233.1588,646.9405,223.8241,584.6676,284.706
100015,frames/10598.png,183.81,35.0484,58.8809,67.2092,192.8889,65.4444,204.5556,70.1111,194.4167,78.1667
100016,frames/53458.png,292.2514,35.0938,110.2241,139.2979,315,97,346.2,101.8,326.6,124.2
100017,img/79104.jpg,76.5482,15.9216,58.2893,78.732,110.4,49.6,129.2857,54.2857,122.8,63.4
100018,frames/69669.png,119.4632,78.0487,82.0665,91.5972,186.4444,121,NaN,NaN,199.75,133.25
100019,frames/53559.png,206.1452,41.7321,112.8157,142.4022,236.2,109,272.8571,110,254,134.2
100020,img/4575.jpg,189.1091,54.7033,45.9323,59.9219,196.5833,85.75,210.1818,86.0909,201.5385,96.3077
100021,frames/53904.png,219.4936,42.6472,116.409,138.3453,247,110.8,280.2,108.2,263.4,134.8
100022,frames/167511.png,247,18,23,25,253.44,28.12,259.19,28.81,256.085,34.33
100023,frames/175418.png,24,87,136,160,133.5193,176.6352,NaN,NaN,NaN,NaN
100024,frames/9274.png,595.9689,106.324,184.4262,227.7774,666.6,217.4,726.1429,219.2857,697,255.5385
100025,img/117542.jpg,90,39,84,117,114.6476,95.9303,146.1579,94.2137,132.9333,120.088
100026,frames/53560.png,206.1108,40.0615,109.3285,143.2685,250.6,105.6,287,109.5,270.4,133
100027,frames/42742.png,254.2557,31.0443,138.8943,238.9173,270.6,152.2,309.2,158.8,277.2,196.4
100028,frames/148165.png,309.1,25.2,94.2,86.2,321.22,66.0467,355.604,68.8153,333.2938,85.2174
100029,frames/53572.png,191.2392,39.6188,108.0449,172.1582,217,149.25,254,148.6,236.2,171.8
100030,frames/53485.png,279.8567,44.3068,111.589,136.2475,308.6,115.6,347.4,113.2,332.6,140.4
100031,img/2832.jpeg,116.6529,7.4208,62.0032,70.7853,165,42.3333,NaN,NaN,173.7692,53.7692
100032,frames/45340.png,170.4079,38.3361,119.9285,139.5447,232.8,103.6,270,101.6,260.2,124
100033,frames/166986.png,153.25,14.3333,45,54,163.26,39.535,178.7271,35.3587,170.605,48.4525
100034,img/4570.jpeg,93.7704,112.3832,56.8051,58.9762,138.8889,142.2222,NaN,NaN,145.8333,152.3333
100035,frames/45313.png,182.567,27.8078,114.6195,133.818,249.4,90,282,86.6667,274.6,112
100036,frames/220551.png,404,19,121,155,444.1102,90.817,486.3021,87.3009,466.2955,120.7742
100037,frames/18873.png,734.2035,43.479,226.1279,311.9692,778.5,208.1667,856.8571,217.8571,804,277.25
100038,img/2584.JPG,1766,201,69,185,1780.5,303,1824.5,303,1802.5,334
100039,frames/53782.png,213.9491,38.8582,111.9585,139.5921,234.4,103.6,269,106.4,245,129
100040,img/342.jpg,85.791,9.3515,117.3545,152.7364,124.4,90.6,167.2857,88.7143,147.6154,119.5385
100041,frames/148350.png,82.1962,66.1962,278.125,219,108.5917,157.8893,180.4952,159.5809,126.4097,216.1676
100042,frames/53412.png,261.2945,53.2242,114.6637,149.4313,295.3333,133.3333,333.6,133.6,318.4,162
100043,frames/42720.png,588.1927,93.5735,248.8737,338.2847,645.375,309.5,723.8571,317.4286,677,368.25
100044,frames/68243.png,171.9883,42.4929,135.3529,186.4801,245.1667,133,286.8,131.8,275.2,163.6
100045,frames/53631.png,206.764,44.1125,112.8799,142.5297,249,110.1667,282.8,113.2,268.75,134.5
100046,frames/45276.png,204.7133,43.9657,118.352,135.0761,270,112.2,304.6,112.2,296.2,134.6
100047,frames/45283.png,192.7764,23.5973,112.3683,138.3582,226.8,89.4,264.8,90.8,245.6,114.2
100048,frames/53773.png,136.7005,35.2487,112.5554,142.6394,178,103,215,98.6,202.4,125.4
100049,frames/53393.png,247.4918,37.5324,115.597,148.7143,266.2,105.4,299.2,104.6,278.5,130.5
100050,frames/148708.png,172.4167,100,237.8333,194,198.9251,175.0105,268.8286,179.2476,220.743,235.1676
100051,frames/45185.png,232.5928,38.2639,111.1456,143.7918,282.8,100.2,318.2,103.8,302.2,122.4
100052,frames/53524.png,190.4531,37.1413,121.6389,147.6587,202.25,106.25,228,107.4,206.6,129.8
100053,frames/45293.png,170.1988,34.6735,116.8925,135.5335,248.2,98.6,276.4,95.2,273,121.75
100054,frames/53571.png,193.7615,41.4916,110.0218,143.4921,215,106,247.2,107.8,228.8,134
100055,frames/53397.png,245.5945,40.9853,111.2319,145.228,284.2,112.4,322,109.8,306.6,136
100056,img/122225.jpg,110,48,68,89,147.2698,83.5838,168.6693,89.5616,157.5244,103.8242
100057,frames/53724.png,115.6603,50.217,109.4001,150.8954,163.8,132.8,197.3333,130.6667,183.75,158.5
100058,img/3054.jpg,354,92,63,88,371.0909,141.3636,394.5,143.4,380.7692,158.8462
100059,frames/53640.png,222.3109,41.6006,112.8885,146.3212,254.4,108.4,291.6,112.6,271,137.2
100060,frames/53841.png,221.0451,39.5427,111.1846,135.3146,242,102.8,275,100.2,255.75,122.75
100061,frames/45287.png,245.9493,45.6141,108.1521,131.7719,280,109.4,316.3333,109.1667,300.4,135.8
100062,frames/53738.png,210.1511,44.4262,109.9343,127.6557,252.3333,99.3333,290.625,101.75,273.2,125.8
100063,frames/53529.png,113.4595,30.9615,117.8161,137.8428,140.2,100.6,173.6667,92.1667,159.5,116
100064,frames/45193.png,194.161,38.7948,121.0143,144.5802,268.8333,104.3333,299.4,104.6,292.8,130
100065,img/45072.jpg,2606.6453,1170.7627,852.0839,949.8124,3062.4,1615.8,3282.25,1540,3275.4,1730.8
100066,frames/53880.png,193.2006,44.1244,111.2578,134.2808,255.6,108.4,288.6,108.8,280.4,134.8
100067,img/3718.jpg,3004.7143,1112,222.5714,245,3031.1818,1239.7273,3076.1429,1229.5714,3039,1276.4615
100068,frames/53890.png,208.2398,40.3894,112.0745,139.8333,252.2,107,288.8333,105.8333,276.6,132
100069,frames/53756.png,215.8907,36.099,115.3944,146.093,274.2667,98.5333,310,102.9,294,125.6
100070,frames/68245.png,187.0398,29.546,148.385,183.1231,297,122.7143,325,124,321.1,154.45
100071,img/3083.jpg,1508.7027,915.7683,108.9497,129.9345,1581,981.8,1613.8571,980.1429,1605.3333,1005.6667
100072,frames/69657.png,508.756,35.1609,289.8832,385.6301,649.8333,230.5,749.2,205.2,728.8,290
100073,frames/45355.png,271.0404,35.407,113.7378,138.6889,294.1667,91.8333,328.2,99,303.25,119.5
100074,frames/53695.png,222.993,35.9552,106.4633,147.4779,260.4,105.6,296.6,106.8,282.2,127.6
100075,img/118279.jpg,94,3,578,785,180.5,269,392.5,339,228,493
100076,frames/175423.png,534,114,258,256,569.6667,234.3333,649.9358,214.1204,598.5,274.6667
100077,frames/53634.png,193.3812,41.7981,122.6798,143.7361,271.4,109,302.8,107.8,295.5,134.5
100078,frames/69674.png,275.619,35.0228,114.607,150.7415,295.4,111.6,332,105.6,311.8,132.2
100079,img/117395.jpg,60,28,87,118,87.2678,88.2685,119.0335,84.3156,106.4967,110.824
100080,frames/14305.png,246.7912,101.2102,143.9786,179.8104,340.8,203.6,382.3333,200.6667,367.9231,232.6923
100081,img/118425.jpg,215,27,225,292,318.7778,157.95,396.0602,158.6343,365.4332,214.8671
100082,frames/148659.png,361.5375,103.1284,34.8,35,373.9403,117.444,386.5986,113.885,378.9667,122.3297
100083,frames/53469.png,291.4127,35.9846,113.7305,153.9866,319.8,105.6,351.8,116.2,328,136.6
100084,img/115520.jpg,114,29,151,181,159,116,217,114,187.6667,154.6444
100085,frames/148548.png,375.1272,82.465,97.2,87.8,397.7658,126.2338,439.6397,125.8009,417.195,143.6543
100086,frames/53605.png,191.9883,46.5715,118.1744,140.2898,210.6,111.4,245.6,117,222.2,139.6
100087,frames/53805.png,225.8791,40.3743,114.4651,137.4468,241.5714,108.4286,273.4,108.8,251.8333,133.1667
100088,frames/53792.png,203.0131,46.3511,111.2164,135.0012,219.6,106.2,251.3333,108,230,133.75
100089,frames/53628.png,207.4765,39.3279,108.951,140.2814,268.3333,104.8333,304,107.4,291.4,130.8
100090,frames/53534.png,218.4096,38.6116,110.9403,142.6557,268.5,101.3333,305.6,105.4,290,127.75
100091,img/231.jpeg,202.9995,12.9443,45.0702,57.6349,231.5455,41.6364,243.6,41,239.8333,50.75
100092,frames/69683.png,127.3763,68.3416,132.8434,154.6702,142.2,143.2,171.8,148,147.4,172.2
100093,frames/148756.png,99.015,85.0891,253,212.6667,197.1922,194.7782,285.5089,201.7161,231.3333,251.6667
100094,frames/25062.png,146.9606,67.9347,87.496,134.4626,189,159,220,158.3333,204,180.1
100095,frames/53638.png,214.8426,39.2125,116.3144,146.8518,257.6,107.4,296.0455,110.6364,278.6,135.2
100096,frames/193650.png,127.225,20.7,53,74.75,136.7718,56.0373,155.5955,53.4342,145.6663,71.4556
100097,frames/45265.png,213.0804,33.9149,117.6487,149.1671,245.2,104,282.8,107,261.5,128.6667
100098,frames/53722.png,115.5145,39.6802,113.2953,132.9185,184.6667,104.6667,216,101,208.8333,129.8333
100099,frames/42696.png,379.1539,44.516,288.2802,312.3686,NaN,NaN,465.2,177.4,423.5,252.75
100100,frames/148581.png,287,115.5,75.5,82.5,302,155.5,342.5,155.5,322.875,177.2333
100101,frames/18874.png,511.9968,172.5835,129.6201,182.8433,542.6667,263.1667,593.2857,253.7143,566,290.3846
100102,frames/42741.png,221.39,37.753,148.9405,221.1124,239.25,159.5,270.8,156.8,246.2,198
100103,frames/175552.png,631,106,235,264,NaN,NaN,676.8333,237,652.6667,289.3333
100104,img/114253.jpg,285,56,66,88,303.48,102.2,329.88,100.22,314.59,120.2253
100105,frames/69684.png,273.9586,30.5345,119.3148,162.3331,304.6,114.4,342.6,114.6,319.4,139.6
100106,frames/219660.png,860,32,138,170,900.5,115,944.5,108,917,132
100107,frames/192947.png,224.2333,21.4667,37.2,44.6,229.92,42.83,236.58,42.09,232.2017,50.7151
100108,frames/42698.png,518.3864,43.9979,304.375,321.2485,NaN,NaN,573,191,543,262.8
100109,frames/53648.png,192.2875,40.2338,108.4585,141.1343,243.8,108,281.6,108.4,265.6,135.2
100110,frames/53417.png,261.1443,43.7868,116.7724,132.2266,280.8,100.2,313.2,101.2,293.25,125.75
100111,frames/68242.png,181.4888,33.8413,142.7282,180.4114,284.5,122.1667,314.25,120.5,310.6,153.8
100112,frames/53582.png,202.809,34.4393,112.655,144.0774,226.3333,97.1667,258.6,100.2,240.4,124.2
100113,frames/45268.png,203.7047,45.5305,117.9066,144.3241,272.5,109.25,306,106.4,301.2,131
100114,frames/207791.png,799.3332,124.0738,153.927,197.1469,811.6667,209.6667,860.1667,216.9111,816.6886,254.4194
100115,frames/53632.png,202.0751,38.328,113.614,136.0813,233,102.8333,270.8,104.6,250.4,126.2
100116,frames/53827.png,206.3684,33.5946,109.5727,136.149,261.8333,95.6667,296.8,95.6,283,121.8
100117,frames/148119.png,200.1134,72.4282,241,226.6667,NaN,NaN,274.6667,176,226.5799,225.5009
100118,frames/53516.png,227.2625,45.6702,108.35,141.6612,281.8333,108.3333,319.6,108.8,307.6,132.8
100119,frames/53658.png,209.2771,41.2686,110.0172,134.4109,235.6667,103.1667,274.5,108,255.25,132.75
100120,frames/175755.png,354,91,149,144,438.4109,158.2787,486.6667,160.6444,472.0035,184.4194
100121,frames/45178.png,231.4076,44.4164,106.048,167.326,262.5,144.25,300,148,280.6,170.4
100122,frames/53819.png,209.2028,42.4492,115.7943,157.3205,254.8,134.8,295.75,132.5,279,158
100123,frames/53854.png,240.0908,38.9727,114.7591,138.5015,259,104,291,105.6,270.6667,133.5
100124,frames/220594.png,850,22,183,226,936.9422,120.3727,994.6505,113.9306,973.1667,163.5611
100125,frames/53657.png,158.8587,46.5427,121.4217,138.4078,170,110.3333,192.8,113.6,171.4,135.8
100126,frames/53776.png,185.1817,32.2997,110.4267,132.0215,216.4,96.2,252.8,95.2,236.6,120.8
100127,frames/42710.png,587.4357,35.2774,284.7189,357.6857,NaN,NaN,674.3333,231.6667,653.25,300.75
100128,frames/53409.png,266.3722,44.3316,107.9439,135.1452,326,106.6,361.2,107.4,350,134.8
100129,img/119140.jpg,188,13,221,265,214.7778,128.2833,279.728,123.9676,236.4343,171.2004
100130,frames/53717.png,196.7278,37.3869,115.6203,146.5579,257.2,104.4,292.5,105.6667,280.6,131.8
100131,frames/221353.png,862,46,169,227,911.2746,157.706,965.9849,158.9306,935.1667,210.3333
100132,img/118641.jpg,218,204,102,124,246.2778,255.2833,282.8958,249.3009,265.2688,271.8671
100133,frames/175508.png,636,106,200,228,682.3827,204.5594,782.5,198.6667,719.608,255.4342
100134,img/1229.jpg,1501.1994,478.8006,117.397,130.5983,NaN,NaN,1541.5,540,1520.8462,564.7692
100135,frames/45363.png,246.1767,36.7121,113.898,140.8878,302,107.6667,337.8,102.8,328.2,130.4
