TEMPLATE_ID,FILENAME,CLUSTER_INDEX,CONFIDENCE
101131,frames/45217.png,0,1.0
101120,frames/45216.png,0,0.984562
101044,frames/53701.png,0,0.967896
101051,frames/45211.png,0,0.947485
100834,frames/53833.png,0,0.969693
100477,frames/45353.png,0,0.903356
100412,frames/53838.png,0,0.961558
100356,frames/53711.png,0,0.978711
100121,frames/45178.png,0,0.97788
101057,frames/53662.png,0,0.966204
101400,frames/53483.png,0,0.971251
101430,frames/45342.png,0,0.971474
100330,frames/45341.png,0,0.975502
100823,frames/53821.png,0,0.968463
101277,frames/53822.png,0,0.964899
100799,frames/53457.png,0,0.960368
101268,frames/53459.png,0,0.934555
100992,frames/53735.png,0,0.898719
100899,frames/53736.png,0,0.921263
100679,frames/53731.png,0,0.94577
100430,frames/53730.png,0,0.966343
100455,frames/53732.png,0,0.967349
100559,frames/53857.png,0,0.977756
100434,frames/45367.png,0,0.959511
100723,frames/53595.png,0,0.909029
100925,frames/53596.png,0,0.972713
100619,frames/53440.png,0,0.966577
101014,frames/53445.png,0,0.937961
100530,frames/53448.png,0,0.915241
100349,frames/45145.png,0,0.971739
100154,frames/45144.png,0,0.907386
100433,frames/45149.png,0,0.954171
100639,frames/53900.png,0,0.959708
101171,frames/53476.png,0,0.977674
101466,frames/53836.png,0,0.970421
100361,frames/53837.png,0,0.965626
100341,frames/53832.png,0,0.964835
101461,frames/53464.png,0,0.931583
100475,frames/53467.png,0,0.967388
101355,frames/53466.png,0,0.952681
100394,frames/53894.png,0,0.913307
101429,frames/53415.png,0,0.969444
100042,frames/53412.png,0,0.963867
101409,frames/53663.png,0,0.958844
100163,frames/53660.png,0,0.956359
101290,frames/53666.png,0,0.971215
100805,frames/53664.png,0,0.938948
100895,frames/45290.png,0,0.936881
100509,frames/45182.png,0,0.95543
101424,frames/53531.png,0,0.948635
100763,frames/53659.png,0,0.962794
101164,img/45070.jpg,0,0.738487
101415,frames/53806.png,0,0.967358
100458,frames/53433.png,0,0.962926
101406,frames/53431.png,0,0.971703
100168,frames/53436.png,0,0.972018
101396,frames/53435.png,0,0.976613
100930,frames/53504.png,0,0.971972
100542,img/45068.jpg,0,0.878737
101312,frames/53427.png,0,0.97736
100729,frames/53426.png,0,0.965998
100382,frames/53428.png,0,0.939729
100215,frames/53511.png,0,0.962916
101283,frames/53515.png,0,0.968875
100449,frames/53514.png,0,0.976293
101187,frames/53517.png,0,0.982134
101087,frames/45259.png,0,0.980234
100441,frames/45258.png,0,0.885812
101423,frames/53565.png,0,0.959602
101195,frames/53566.png,0,0.952707
101215,frames/53567.png,0,0.959472
100852,frames/53561.png,0,0.962844
100844,frames/53741.png,0,0.958465
100285,frames/53562.png,0,0.97759
100220,frames/53622.png,0,0.966395
100611,frames/53621.png,0,0.953036
100926,frames/53620.png,0,0.977499
100818,frames/45228.png,0,0.963893
101448,frames/53579.png,0,0.942365
100414,frames/53578.png,0,0.92648
100029,frames/53572.png,0,0.974189
100863,frames/45304.png,0,0.96713
100665,frames/53611.png,0,0.926292
100766,frames/53385.png,0,0.973514
100284,frames/45166.png,0,0.931332
100470,frames/53549.png,0,0.957124
101099,frames/53600.png,0,0.958511
100270,frames/45203.png,0,0.962374
100719,frames/45208.png,0,0.907551
101010,frames/53399.png,0,0.975378
101337,frames/53513.png,0,0.963023
100484,frames/53555.png,0,0.971137
101282,frames/53550.png,0,0.960285
100445,frames/53414.png,0,0.954025
100206,frames/51779.png,1,1.0
100810,frames/51775.png,1,0.968364
101080,frames/51777.png,1,0.931797
101309,frames/51773.png,1,0.917122
101209,frames/51778.png,1,0.902316
100739,img/2120.jpg,1,0.72976
100691,frames/167545.png,2,1.0
100556,frames/167123.png,2,0.948018
100033,frames/166986.png,2,0.954327
100298,frames/168089.png,2,0.895166
100874,frames/167231.png,2,0.851885
101025,frames/167461.png,2,0.909248
101325,frames/167268.png,2,0.910622
100159,frames/167724.png,2,0.878871
100342,frames/166885.png,2,0.867463
100239,img/117883.jpg,2,0.713211
100538,frames/167833.png,2,0.946211
100480,frames/166943.png,2,0.740229
100261,img/111279.jpg,3,1.0
100476,img/110668.jpg,3,0.954853
100667,frames/18966.png,4,1.0
100819,frames/18967.png,4,0.860529
101112,frames/13700.png,4,0.864667
101104,img/1036.JPG,4,0.837847
101048,frames/18973.png,4,0.904217
101094,frames/18971.png,4,0.815864
100820,frames/18970.png,4,0.851028
100626,frames/148789.png,5,1.0
101127,frames/148728.png,5,0.894468
100028,frames/148165.png,5,0.939229
