TEMPLATE_ID, FILENAME, CLUSTER_INDEX, CONFIDENCE
101131,frames/45217.png,0,1
101120,frames/45216.png,0,1
101044,frames/53701.png,0,1
101051,frames/45211.png,0,1
100834,frames/53833.png,0,1
100477,frames/45353.png,0,1
100412,frames/53838.png,0,1
100356,frames/53711.png,0,1
100121,frames/45178.png,0,1
101057,frames/53662.png,0,1
101400,frames/53483.png,0,1
101430,frames/45342.png,0,1
100330,frames/45341.png,0,1
100823,frames/53821.png,0,1
101277,frames/53822.png,0,1
100799,frames/53457.png,0,1
101268,frames/53459.png,0,1
100992,frames/53735.png,0,1
100899,frames/53736.png,0,1
100679,frames/53731.png,0,1
100430,frames/53730.png,0,1
100455,frames/53732.png,0,1
100559,frames/53857.png,0,1
100434,frames/45367.png,0,1
100723,frames/53595.png,0,1
100925,frames/53596.png,0,1
100619,frames/53440.png,0,1
101014,frames/53445.png,0,1
100530,frames/53448.png,0,1
100349,frames/45145.png,0,1
100154,frames/45144.png,0,1
100433,frames/45149.png,0,1
100639,frames/53900.png,0,1
101171,frames/53476.png,0,1
101466,frames/53836.png,0,1
100361,frames/53837.png,0,1
100341,frames/53832.png,0,1
101461,frames/53464.png,0,1
100475,frames/53467.png,0,1
101355,frames/53466.png,0,1
100394,frames/53894.png,0,1
101429,frames/53415.png,0,1
100042,frames/53412.png,0,1
101409,frames/53663.png,0,1
100163,frames/53660.png,0,1
101290,frames/53666.png,0,1
100805,frames/53664.png,0,1
100895,frames/45290.png,0,1
100509,frames/45182.png,0,1
101424,frames/53531.png,0,1
100763,frames/53659.png,0,1
101164,img/45070.jpg,0,1
101415,frames/53806.png,0,1
100458,frames/53433.png,0,1
101406,frames/53431.png,0,1
100168,frames/53436.png,0,1
101396,frames/53435.png,0,1
100930,frames/53504.png,0,1
100542,img/45068.jpg,0,1
101312,frames/53427.png,0,1
100729,frames/53426.png,0,1
100382,frames/53428.png,0,1
100215,frames/53511.png,0,1
101283,frames/53515.png,0,1
100449,frames/53514.png,0,1
101187,frames/53517.png,0,1
101087,frames/45259.png,0,1
100441,frames/45258.png,0,1
101423,frames/53565.png,0,1
101195,frames/53566.png,0,1
101215,frames/53567.png,0,1
100852,frames/53561.png,0,1
100844,frames/53741.png,0,1
100285,frames/53562.png,0,1
100220,frames/53622.png,0,1
100611,frames/53621.png,0,1
100926,frames/53620.png,0,1
100818,frames/45228.png,0,1
101448,frames/53579.png,0,1
100414,frames/53578.png,0,1
100029,frames/53572.png,0,1
100863,frames/45304.png,0,1
100665,frames/53611.png,0,1
100766,frames/53385.png,0,1
100284,frames/45166.png,0,1
100470,frames/53549.png,0,1
101099,frames/53600.png,0,1
100270,frames/45203.png,0,1
100719,frames/45208.png,0,1
101010,frames/53399.png,0,1
101337,frames/53513.png,0,1
100484,frames/53555.png,0,1
101282,frames/53550.png,0,1
100445,frames/53414.png,0,1
100206,frames/51779.png,1,1
100810,frames/51775.png,1,1
101080,frames/51777.png,1,1
101309,frames/51773.png,1,1
101209,frames/51778.png,1,1
100739,img/2120.jpg,1,1
100691,frames/167545.png,2,1
100556,frames/167123.png,2,1
100033,frames/166986.png,2,1
100298,frames/168089.png,2,1
100874,frames/167231.png,2,1
101025,frames/167461.png,2,1
101325,frames/167268.png,2,1
100159,frames/167724.png,2,1
100342,frames/166885.png,2,1
100239,img/117883.jpg,2,1
100538,frames/167833.png,2,1
100480,frames/166943.png,2,1
100261,img/111279.jpg,3,1
100476,img/110668.jpg,3,1
100667,frames/18966.png,4,1
100819,frames/18967.png,4,1
101112,frames/13700.png,4,1
101104,img/1036.JPG,4,1
101048,frames/18973.png,4,1
101094,frames/18971.png,4,1
100820,frames/18970.png,4,1
100626,frames/148789.png,5,1
101127,frames/148728.png,5,1
100028,frames/148165.png,5,1
100589,frames/148741.png,5,1
100183,frames/148354.png,5,1
100603,frames/148116.png,5,1
101213,frames/148387.png,5,1
101211,frames/148093.png,5,1
101369,frames/148646.png,5,1
101335,frames/148524.png,5,1
101314,frames/148447.png,5,1
100085,frames/148548.png,5,1
101332,frames/148308.png,5,1
100752,frames/148250.png,6,1
100417,frames/148099.png,6,1
100189,frames/148781.png,6,1
100041,frames/148350.png,6,1
100512,frames/148202.png,6,1
100255,frames/148619.png,6,1
101357,frames/148649.png,6,1
100860,img/5071.jpg,7,1
100588,img/4316.jpg,7,1
100466,img/1571.jpg,7,1
100223,img/2624.jpg,7,1
100927,img/3496.jpg,7,1
100607,img/3733.jpg,7,1
100929,frames/18879.png,7,1
100164,frames/18877.png,7,1
100395,img/1261.jpg,7,1
101472,img/1713.jpg,7,1
101043,img/4879.jpg,7,1
100572,frames/17159.png,7,1
100566,frames/71959.png,8,1
101391,frames/71956.png,8,1
100804,frames/69689.png,8,1
100591,frames/69688.png,8,1
100554,frames/69698.png,8,1
100831,frames/69699.png,8,1
101069,frames/69695.png,8,1
100536,frames/69697.png,8,1
100741,frames/69690.png,8,1
100389,frames/69691.png,8,1
100645,frames/69693.png,8,1
100150,img/69668.jpg,8,1
100313,img/69665.jpg,8,1
100958,img/69667.jpg,8,1
100576,frames/69694.png,8,1
101383,frames/69692.png,8,1
100225,frames/71958.png,9,1
100177,frames/71957.png,9,1
100178,frames/71954.png,9,1
100687,frames/71955.png,9,1
100092,frames/69683.png,9,1
101093,frames/69682.png,9,1
100176,frames/69681.png,9,1
101323,frames/69680.png,9,1
100429,frames/69685.png,9,1
100105,frames/69684.png,9,1
100018,frames/69669.png,9,1
100563,frames/69672.png,9,1
100498,frames/69673.png,9,1
101321,frames/69670.png,9,1
100369,frames/69671.png,9,1
100413,frames/69676.png,9,1
100078,frames/69674.png,9,1
100209,frames/69675.png,9,1
100188,frames/69678.png,9,1
101005,frames/69679.png,9,1
100942,frames/69778.png,9,1
100459,frames/69782.png,9,1
101399,frames/69783.png,9,1
100708,frames/69780.png,9,1
100758,frames/69781.png,9,1
